id,gender,religion,educ,income,space_housing,own_housing,height,health,use_internet,fairness,opinion_homosex,manda_speak,educ_fath,educ_moth,food_exp,education_exp,health_exp,educ_parent,married,race,age,weight,party,happiness
2,0,1,9,70000,58,0,160,3,5,2,3,4,1,1,20000,0,1000,1,1,0,61,73,0,3
3,1,1,11,50000,20,0,160,3,5,2,1,5,7,7,10000,0,500,7,1,0,29,75,0,4
4,0,1,3,10000,10,0,170,5,1,4,1,2,1,1,NA,NA,NA,1,0,0,68,70,0,4
5,0,1,6,60000,64,0,174,3,4,4,1,4,11,7,NA,NA,NA,9,1,0,59,66,1,4
8,1,1,12,2000,56,0,166,3,5,3,5,4,8,10,NA,NA,NA,9,0,0,22,55,1,4
9,1,1,12,0,139,0,163,5,5,2,1,3,4,3,36000,160000,10000,3.5,0,0,37,75,0,4
10,1,1,12,150000,60,0,160,4,5,2,3,5,4,4,NA,NA,NA,4,1,0,30,35,0,4
11,0,0,4,40000,30,0,168,3,4,3,2,3,3,1,9999998,9999998,20000,2,1,1,37,35,1,4
12,0,1,10,100000,56,0,173,5,5,4,1,4,4,1,9999998,20000,0,2.5,1,0,38,90,1,4
15,0,1,12,120000,47,1,170,5,5,4,1,5,4,3,NA,NA,NA,3.5,1,0,38,75,1,4
16,1,1,6,20000,40,0,157,2,4,1,1,4,5,5,NA,NA,NA,5,1,0,56,71,0,4
18,0,0,4,0,50,1,175,3,3,4,1,5,2,1,NA,NA,NA,1.5,0,0,81,77.5,0,4
23,1,1,12,100000,90,0,156,4,4,4,5,5,3,3,NA,NA,NA,3,0,0,26,54,1,4
25,0,0,6,100000,45,0,170,4,5,4,1,3,3,1,NA,NA,NA,2,1,0,41,72,0,5
26,0,1,6,30000,21,0,178,3,4,3,1,5,3,2,NA,NA,NA,2.5,1,0,53,73,0,4
27,0,1,12,90000,10,0,170,5,5,3,3,5,4,6,NA,NA,NA,5,0,0,33,65,0,4
28,1,1,9,50000,20,0,160,4,4,2,1,5,4,3,NA,NA,NA,3.5,0,0,50,60,0,4
29,1,1,12,200000,50,0,168,4,5,4,1,5,6,6,NA,NA,NA,6,0,0,29,55,0,4
30,0,0,10,200000,98,1,178,4,4,2,3,5,14,3,NA,NA,NA,8.5,1,0,64,72,0,4
31,0,1,7,100000,70,0,178,4,5,2,2,5,12,4,NA,NA,NA,8,0,0,23,60,0,5
32,0,1,7,45000,120,0,171,3,5,4,2,2,3,4,20000,0,10000,3.5,1,0,31,70,0,4
33,1,0,6,36000,11,1,158,4,1,1,1,4,3,1,NA,NA,NA,2,1,1,59,67.5,0,4
34,0,1,4,0,16,0,175,5,3,1,1,4,1,1,NA,NA,NA,1,1,0,44,60,0,4
35,1,1,10,100000,80,0,158,3,5,2,1,5,6,6,9999998,9999998,9999998,6,1,0,30,65,1,5
36,1,1,10,80000,100,0,158,4,4,4,1,5,6,6,6000,1000,1000,6,1,0,28,58,0,5
37,0,1,12,1000,198,0,178,4,5,2,3,4,6,3,NA,NA,NA,4.5,0,0,21,57,1,4
39,1,0,4,0,10,0,160,5,5,3,1,3,4,3,NA,NA,NA,3.5,0,0,34,60,0,3
40,0,1,12,100000,160,1,182,3,5,4,1,5,3,2,NA,NA,NA,2.5,1,0,59,85,0,4
41,1,0,6,40000,58,0,158,4,2,5,3,4,3,4,NA,NA,NA,3.5,0,1,48,59,0,5
42,1,1,9,36000,114,1,155,2,4,2,1,4,3,3,NA,NA,NA,3,1,0,55,51.5,0,2
44,0,0,4,55000,45,0,182,5,5,2,1,3,1,1,3000,1000,15000,1,1,0,54,80,0,4
45,0,1,4,48000,50,1,175,3,3,1,3,5,3,1,13000,0,1000,2,1,0,60,70,0,4
46,0,0,4,40000,30,0,160,5,3,2,1,3,5,1,NA,NA,NA,3,1,0,62,72.5,0,4
47,0,1,6,40000,108,0,150,3,4,3,1,4,2,1,NA,NA,NA,1.5,1,0,74,60,0,4
48,0,1,12,8000,54,0,174,3,5,3,1,5,4,1,6000,0,1500,2.5,0,0,23,55,1,4
50,0,1,12,0,25,0,173,4,5,4,1,4,6,4,NA,NA,NA,5,0,0,24,67.5,1,4
51,1,1,4,0,300,0,163,5,5,2,1,5,3,6,NA,NA,NA,4.5,1,0,44,75,0,5
52,1,1,12,70000,100,0,165,3,5,4,1,3,4,1,NA,NA,NA,2.5,1,0,43,62,1,5
53,0,1,11,60000,48,1,160,4,4,4,1,5,4,4,NA,NA,NA,4,1,1,26,65,1,4
54,0,1,6,40000,17,0,175,4,5,2,3,4,3,3,NA,NA,NA,3,0,0,26,60,0,2
55,1,1,3,72000,41,1,155,5,1,4,1,3,1,1,NA,NA,NA,1,0,0,79,62.5,0,5
57,0,1,7,48000,15,1,176,3,1,3,3,5,2,2,40000,0,3000,2,1,0,73,62,0,4
58,0,1,4,40000,150,1,180,2,1,2,1,3,1,1,0,0,0,1,1,0,65,72.5,0,5
60,1,1,9,30000,95,1,163,5,4,1,4,4,3,3,NA,NA,NA,3,1,0,54,60,0,3
61,1,1,13,100000,40,0,165,4,5,4,4,5,6,10,NA,NA,NA,8,1,0,33,49.5,0,4
63,1,1,5,180000,200,1,164,5,5,5,1,5,3,1,NA,NA,NA,2,1,0,47,65,0,5
66,1,1,6,50000,10,0,163,4,1,4,1,4,1,1,NA,NA,NA,1,1,0,57,65,0,4
68,1,1,4,20000,50,0,166,5,1,3,1,5,1,3,NA,NA,NA,2,1,1,54,72,0,5
69,1,1,3,27600,91,0,161,2,1,4,1,5,1,1,NA,NA,NA,1,0,0,67,62.5,0,4
70,0,1,12,100000,30,0,179,5,5,1,3,4,6,6,NA,NA,NA,6,1,0,32,60,0,4
71,1,1,3,40000,40,1,170,4,1,2,1,4,1,1,NA,NA,NA,1,1,0,60,80,0,4
73,0,1,10,180000,54,1,178,4,2,4,1,4,3,3,9999998,0,0,3,1,0,58,85,0,5
74,1,1,4,45000,73,1,145,1,1,2,3,3,1,1,NA,NA,NA,1,0,0,86,40,0,4
75,1,1,12,200000,47,0,166,5,5,4,5,5,9,4,NA,NA,NA,6.5,0,0,28,70,1,4
78,0,1,13,90000,57,1,181,3,4,1,1,4,12,7,NA,NA,NA,9.5,1,0,45,88,1,4
80,0,1,12,150000,60,0,182,4,5,4,3,5,12,10,NA,NA,NA,11,0,0,26,90,0,5
81,0,1,13,150000,65,1,175,4,5,2,1,3,9,4,NA,NA,NA,6.5,1,0,34,80,0,5
82,0,1,7,50000,75,0,166,4,5,1,1,4,2,1,NA,NA,NA,1.5,1,0,69,87,1,3
84,0,1,4,48000,53,0,166,4,2,4,1,4,2,2,NA,NA,NA,2,1,0,71,84,0,4
85,1,1,12,100000,66,1,160,5,4,3,1,5,4,3,NA,NA,NA,3.5,1,0,39,50,0,4
86,1,0,3,20000,93,0,162,5,5,2,4,5,2,1,NA,NA,NA,1.5,0,0,64,60,0,4
88,1,1,12,50000,60,0,160,4,5,2,1,3,4,4,NA,NA,NA,4,0,1,29,45,1,4
89,0,1,7,0,87,1,170,3,2,2,1,5,2,3,NA,NA,NA,2.5,1,0,67,67,1,4
90,1,1,12,70000,32,0,165,2,5,2,3,5,4,4,NA,NA,NA,4,1,0,43,60,0,4
91,0,1,10,120000,50,0,183,4,5,4,5,5,4,6,NA,NA,NA,5,1,0,27,95,0,4
92,0,1,10,0,50,1,180,4,5,3,1,5,12,12,NA,NA,NA,12,1,0,40,85,1,5
93,0,1,11,150000,187,1,177,4,5,3,3,5,7,7,NA,NA,NA,7,1,0,39,79,0,4
96,0,1,9,0,12,0,178,2,4,2,1,4,4,2,20000,0,4000,3,1,0,54,80,0,4
97,1,1,10,0,0,0,168,4,5,3,4,5,4,4,NA,NA,NA,4,1,0,27,67.5,0,4
99,1,1,6,10000,87,0,159,2,5,4,1,2,1,1,NA,NA,NA,1,1,0,63,70,0,5
100,1,1,4,0,50,0,165,5,4,3,1,5,4,3,NA,NA,NA,3.5,1,0,30,55,0,4
101,1,1,7,55000,50,1,158,2,1,2,1,4,1,1,36000,0,300000,1,0,0,65,75,0,4
102,1,1,12,1000000,58,0,160,3,4,2,4,5,6,6,NA,NA,NA,6,1,0,34,57,0,5
104,1,1,6,10000,80,0,160,4,4,1,1,3,5,1,NA,NA,NA,3,1,0,66,50,1,5
106,0,1,13,200000,40,1,165,4,5,4,1,2,3,3,30000,60000,30000,3,1,0,42,61,1,4
108,1,1,11,50000,93,1,160,3,5,2,5,5,3,1,NA,NA,NA,2,0,0,42,57,0,4
110,0,1,4,70000,40,0,180,4,5,4,3,3,4,1,NA,NA,NA,2.5,1,0,33,90,1,4
111,0,1,10,25000,75,0,173,4,5,3,1,5,11,7,10000,3000,20000,9,0,0,33,60,0,3
112,0,1,12,0,75,0,185,5,5,2,1,5,9,5,NA,NA,NA,7,0,0,20,85,1,5
113,1,1,12,100000,120,1,160,5,4,2,2,5,6,4,NA,NA,NA,5,1,0,45,57,0,4
114,1,1,4,30000,50,0,150,4,1,3,3,4,1,1,NA,NA,NA,1,0,0,73,51,1,4
115,0,1,9,150000,130,0,170,5,5,1,1,5,3,3,NA,NA,NA,3,1,0,31,70,0,4
116,0,1,3,40000,48,0,170,2,1,4,1,1,1,1,NA,NA,NA,1,1,0,85,65,0,4
117,0,1,7,1000000,120,0,160,5,4,3,1,4,3,3,30000,20000,3000,3,1,0,46,60,0,4
119,1,1,6,24000,66,1,158,4,4,3,1,5,4,3,NA,NA,NA,3.5,0,0,61,58,0,5
123,0,0,7,300000,60,0,173,4,5,2,1,5,5,4,NA,NA,NA,4.5,0,0,35,57.5,0,4
124,0,1,4,24000,54,0,175,3,4,3,1,4,8,8,NA,NA,NA,8,1,1,55,110,1,4
126,1,1,4,40800,52,1,159,3,1,1,1,3,1,2,9999998,0,9999998,1.5,1,0,65,77,0,3
127,1,1,4,35000,38,0,160,3,1,1,3,3,1,1,10000,2000,5000,1,0,0,68,70,0,5
128,1,1,1,40000,40,0,160,2,1,2,3,4,3,1,NA,NA,NA,2,1,0,85,65,0,4
131,0,1,10,85000,106,0,177,3,4,4,1,5,6,3,20000,0,20000,4.5,1,0,71,75,1,4
132,0,1,12,800000,70,0,173,5,5,4,3,5,6,6,NA,NA,NA,6,1,0,29,70,1,5
133,0,1,11,60000,110,0,174,4,4,2,1,5,4,4,NA,NA,NA,4,1,0,48,78,1,4
134,1,1,4,33000,65,1,160,3,4,2,1,5,2,2,NA,NA,NA,2,1,0,66,62,1,4
135,1,1,11,150000,260,0,182,4,4,4,3,5,14,10,NA,NA,NA,12,0,0,26,60,1,4
136,1,1,7,60000,29,0,166,4,5,2,1,5,6,6,20000,40000,60000,6,0,0,27,77.5,0,5
137,1,1,1,0,125,0,162,4,2,2,1,3,1,1,NA,NA,NA,1,1,0,54,51,0,4
138,0,0,4,96000,60,1,168,3,1,4,1,5,2,1,20000,0,1000,1.5,0,1,83,60,1,5
139,1,1,12,0,186,0,167,5,5,3,4,5,4,4,30000,40000,8000,4,0,1,22,60,1,5
140,0,1,5,80000,40,0,174,4,5,3,1,5,6,6,20000,0,500,6,0,0,25,90,1,3
142,0,1,4,30000,35,0,170,3,4,2,1,2,3,1,NA,NA,NA,2,1,0,33,85,0,3
143,1,1,12,70000,220,0,165,5,5,3,3,5,4,4,10000,1000,2000,4,0,0,30,60,0,4
144,0,1,3,120000,54,1,163,1,1,4,3,4,11,11,NA,NA,NA,11,1,0,88,70,1,4
145,1,1,10,50000,90,0,166,4,5,4,3,5,6,6,NA,NA,NA,6,1,0,32,70,0,4
146,1,1,3,0,6,0,158,2,3,2,1,5,4,1,NA,NA,NA,2.5,1,0,49,62.5,0,1
147,0,1,4,4000,60,0,171,3,2,4,3,4,2,2,NA,NA,NA,2,1,0,66,61.5,1,4
149,1,1,4,0,200,1,168,4,1,4,1,5,3,3,45000,0,0,3,1,0,63,70,0,4
150,1,1,9,80000,140,0,160,2,5,3,1,5,5,4,50000,50000,20000,4.5,1,0,35,45,0,4
151,0,1,6,1714,97,1,170,4,2,3,1,3,2,1,NA,NA,NA,1.5,1,0,61,92,0,4
155,1,1,11,125000,70,0,150,5,5,4,3,5,6,6,50000,10000,10000,6,1,0,33,46,0,4
156,1,1,12,60000,85,0,150,5,5,2,2,5,6,4,10000,20000,0,5,1,0,41,50,1,4
159,0,1,4,80000,25,0,174,3,4,4,1,5,3,3,NA,NA,NA,3,1,0,39,70,1,4
160,1,1,9,0,15,0,165,3,5,3,3,5,4,4,NA,NA,NA,4,1,0,35,75,0,4
162,0,1,4,35000,9,0,162,3,5,4,1,4,2,1,35000,10000,1000,1.5,1,0,63,55,1,4
163,1,1,12,100000,130,0,158,3,5,3,3,5,2,1,9999998,9999998,9999998,1.5,1,0,80,54,1,4
164,1,1,13,200000,70,1,163,4,5,2,3,4,10,7,NA,NA,NA,8.5,1,0,31,27.5,1,4
166,1,0,4,36000,42,0,155,1,1,3,1,4,4,5,9999998,9999998,9999998,4.5,0,0,68,35,0,4
167,0,1,9,50000,85,0,168,4,4,2,1,2,3,3,15000,20000,50000,3,1,0,43,64,1,2
168,0,1,6,50000,38,1,165,4,1,4,1,4,1,1,20000,0,8400,1,0,0,72,50,0,2
169,1,1,10,150000,56,0,178,5,5,3,3,5,4,4,NA,NA,NA,4,1,0,37,80,0,5
170,1,1,7,50000,30,0,165,5,5,4,1,4,1,1,10000,2000,0,1,1,1,44,65,0,3
171,1,1,12,100000,70,0,160,4,5,4,1,5,6,4,20000,0,0,5,0,0,40,55,0,4
174,1,1,9,200000,55,0,165,3,4,4,2,5,5,9,3500,0,5000,7,1,0,50,55,0,4
175,0,1,13,120000,75,1,175,4,4,3,3,5,6,6,20000,1000,5000,6,1,0,30,80,1,4
177,0,1,3,40000,50,0,168,3,4,3,2,4,1,1,NA,NA,NA,1,1,0,64,70,1,4
178,1,0,3,40000,42,1,161,2,1,2,1,4,2,1,NA,NA,NA,1.5,0,0,71,40,0,4
179,1,1,10,50000,10,0,160,5,5,4,1,5,3,3,NA,NA,NA,3,1,0,27,30,0,5
181,1,0,4,20000,47,0,162,5,5,1,1,3,3,3,NA,NA,NA,3,1,0,30,55,0,4
182,0,1,10,100000,48,0,170,5,1,2,1,5,13,13,NA,NA,NA,13,1,0,48,60,0,4
184,0,0,12,0,70,0,178,5,5,2,2,5,6,6,NA,NA,NA,6,0,0,22,89,0,4
185,0,1,11,32000,62,1,160,4,2,3,1,5,3,3,24000,0,0,3,1,0,69,62.5,0,4
187,1,0,13,150000,100,1,165,4,5,3,3,4,6,3,NA,NA,NA,4.5,1,1,35,55,1,4
188,0,1,6,80000,15,1,172,5,4,2,2,5,3,3,NA,NA,NA,3,1,0,59,80,0,4
191,0,1,11,0,100,0,176,4,4,4,4,4,6,6,NA,NA,NA,6,0,0,24,70,1,4
194,0,0,9,100000,228,1,173,3,5,2,1,5,7,7,50000,120000,5000,7,0,0,46,80,0,4
196,0,1,6,48000,80,1,183,2,1,2,1,5,3,1,NA,NA,NA,2,1,0,60,78,0,4
197,0,1,12,120000,81,0,180,3,4,2,1,5,2,1,NA,NA,NA,1.5,1,0,73,77,1,4
198,1,1,7,25000,56,0,155,3,4,4,1,3,1,1,NA,NA,NA,1,1,1,59,53,1,4
199,0,1,4,60000,15,0,174,5,5,4,1,3,1,4,24000,6000,1000,2.5,1,0,32,79,0,4
200,1,1,11,35000,62,0,162,1,3,5,2,5,5,1,NA,NA,NA,3,0,0,69,45,0,3
201,1,1,12,60000,17,0,150,5,4,4,3,4,4,4,20000,0,0,4,0,1,24,47,1,4
202,0,0,7,36000,45,0,170,4,5,4,1,5,6,6,NA,NA,NA,6,0,0,31,90,0,4
204,1,1,12,100000,88,0,165,4,4,3,5,5,4,4,NA,NA,NA,4,1,1,33,70,1,5
205,1,1,6,36000,54,1,170,3,5,2,1,5,4,3,NA,NA,NA,3.5,1,0,59,80,0,3
207,0,1,8,65000,60,0,175,5,1,4,1,4,4,3,NA,NA,NA,3.5,1,0,39,95,0,4
208,0,1,13,0,140,0,172,5,5,4,1,5,11,1,NA,NA,NA,6,0,0,31,65,1,5
209,1,1,4,36000,15,1,162,3,1,3,1,5,5,1,NA,NA,NA,3,1,0,67,75,0,5
210,0,1,10,35000,38,1,174,3,5,2,3,4,3,3,NA,NA,NA,3,1,0,66,74,0,3
213,0,1,12,80000,56,0,172,4,5,2,3,5,6,6,NA,NA,NA,6,1,0,29,82,1,5
214,0,1,12,100000,60,1,175,5,3,3,1,4,3,3,NA,NA,NA,3,1,0,37,70,0,5
218,0,1,11,150000,63,0,170,3,5,2,1,4,7,3,NA,NA,NA,5,1,0,44,85,0,3
220,1,1,4,40000,56,1,176,4,5,3,4,5,3,3,5000,2700,0,3,1,0,44,62.5,0,4
221,0,1,6,42000,87,0,170,3,5,4,1,5,1,1,11800,0,80000,1,1,0,57,75,0,4
222,1,1,5,24000,90,0,153,3,5,3,1,4,8,8,NA,NA,NA,8,1,0,42,55,0,4
223,1,1,12,1000000,70,1,160,5,5,2,1,5,4,4,NA,NA,NA,4,1,0,41,60,0,5
224,1,1,4,0,20,0,160,3,1,2,1,3,1,1,NA,NA,NA,1,1,0,44,65,0,5
225,1,1,13,10000,74,0,165,5,5,3,1,5,3,3,NA,NA,NA,3,1,0,29,68,0,4
226,1,1,1,300000,130,0,165,3,5,3,4,5,10,12,NA,NA,NA,11,1,0,30,27.5,0,4
227,0,1,9,2000,123,0,169,2,4,4,3,4,2,1,NA,NA,NA,1.5,1,0,68,56,1,5
228,1,1,4,40000,58,1,161,2,4,2,3,5,5,3,NA,NA,NA,4,1,0,80,65,1,5
230,0,0,10,130000,65,0,168,5,5,3,1,4,3,11,NA,NA,NA,7,1,0,30,75,0,4
232,1,1,4,39600,59,0,158,4,5,3,3,5,5,4,NA,NA,NA,4.5,1,0,60,65,0,4
233,0,0,13,400000,120,0,170,4,5,3,3,5,12,12,100000,26000,10000,12,1,0,35,32.5,0,3
234,0,0,3,17000,188,1,163,4,4,4,1,5,1,1,70000,30000,20000,1,1,0,57,72,0,5
235,0,1,4,22680,54,1,172,3,5,4,1,3,1,1,NA,NA,NA,1,1,0,54,70,0,3
238,1,1,12,50000,57,1,160,4,5,4,3,4,11,7,NA,NA,NA,9,1,0,30,24,1,4
241,0,1,6,36000,115,0,172,5,5,2,1,5,4,4,NA,NA,NA,4,1,0,28,75,0,5
242,0,1,12,150000,80,0,178,3,5,4,3,5,12,7,48000,10000,5000,9.5,1,0,31,80,0,5
243,1,1,3,0,10,0,162,1,3,3,1,5,4,4,NA,NA,NA,4,0,0,18,45,0,5
244,0,1,4,4600,45,1,180,2,2,3,1,3,3,1,NA,NA,NA,2,1,0,62,80,1,5
245,1,1,6,40000,80,1,160,3,4,4,1,5,5,1,NA,NA,NA,3,1,0,54,58.5,0,3
246,1,1,4,20000,137,0,161,3,1,2,1,4,5,1,60000,30000,0,3,1,0,66,75,0,4
247,1,0,10,30000,126,0,166,5,5,2,4,5,3,3,10000,0,5000,3,0,0,23,49,0,5
249,1,1,6,80000,106,1,150,3,1,4,1,5,1,1,NA,NA,NA,1,1,0,71,56,1,5
250,1,1,4,30000,36,0,150,3,2,1,3,4,3,1,NA,NA,NA,2,1,0,63,50,0,4
251,1,1,6,40000,200,1,165,4,5,4,3,5,3,3,NA,NA,NA,3,1,0,42,67.5,0,4
253,1,1,4,36000,100,0,162,3,2,2,1,5,2,1,NA,NA,NA,1.5,1,0,66,67.5,0,4
254,0,1,6,0,90,0,175,3,5,4,1,5,4,4,NA,NA,NA,4,1,0,55,78,0,4
255,1,1,11,60000,80,1,155,4,5,4,3,5,11,4,12000,0,7000,7.5,1,0,59,64,1,4
256,1,1,1,0,20,0,150,2,1,2,1,3,1,1,NA,NA,NA,1,0,0,72,50,0,3
257,0,1,10,100000,65,0,173,5,5,4,1,4,3,3,NA,NA,NA,3,1,0,35,72.5,1,5
258,0,1,6,80000,88,1,180,3,4,4,1,5,2,4,35000,8000,2000,3,1,0,50,85,0,4
259,0,1,10,130000,75,0,160,3,5,4,1,5,9,4,12000,8000,1200,6.5,1,0,43,65,0,5
260,1,1,11,50000,93,1,158,4,5,3,3,5,4,4,NA,NA,NA,4,1,0,40,70,1,5
261,0,0,4,30000,15,0,170,5,5,2,1,3,4,1,NA,NA,NA,2.5,1,0,29,60,0,4
262,1,1,4,20000,60,0,159,2,2,2,1,4,1,2,NA,NA,NA,1.5,1,0,41,51.5,0,3
263,0,1,7,0,6,0,175,5,5,3,3,5,3,3,NA,NA,NA,3,0,0,27,90,0,4
264,0,1,12,80000,60,0,170,2,5,4,1,5,6,6,9999998,10000,10000,6,1,0,35,90,0,4
265,1,1,6,120000,114,0,160,5,4,1,1,5,4,6,NA,NA,NA,5,0,0,32,23.5,0,5
269,1,1,9,60000,90,0,160,4,5,3,3,3,7,6,NA,NA,NA,6.5,0,0,30,50,0,4
270,0,1,5,30000,56,0,183,2,5,4,2,5,4,4,NA,NA,NA,4,0,0,22,115,0,4
271,1,1,4,12000,29,0,158,3,2,3,1,4,4,4,NA,NA,NA,4,0,0,46,62.5,0,2
272,0,1,12,200000,72,0,182,5,3,2,1,5,4,9,NA,NA,NA,6.5,1,0,55,82.5,0,5
273,1,0,7,0,37,0,162,2,5,3,3,3,3,6,NA,NA,NA,4.5,0,1,35,100,0,4
274,0,1,4,36000,7,0,163,2,1,1,1,5,2,1,NA,NA,NA,1.5,0,0,66,70,0,3
277,0,1,4,30000,75,0,165,5,5,3,1,5,3,4,10000,10000,10000,3.5,1,0,37,60,0,5
278,1,0,6,3000,40,1,155,3,3,4,1,5,3,3,20000,0,10000,3,1,0,60,50,0,4
281,1,1,4,30000,76,0,150,5,5,2,1,5,3,2,NA,NA,NA,2.5,1,1,64,24.5,1,4
282,0,1,4,25000,170,0,172,4,2,4,1,4,3,3,NA,NA,NA,3,1,0,48,89.5,0,4
284,1,1,12,72000,68,0,156,3,5,4,3,4,3,3,30000,0,20000,3,1,0,38,49,1,5
286,0,1,10,50000,50,1,165,3,1,4,1,4,2,1,9999998,9999998,9999998,1.5,1,0,62,65,1,4
287,1,1,4,80000,15,0,167,3,4,4,1,4,4,3,NA,NA,NA,3.5,1,0,45,60,0,4
288,1,1,4,27600,74,1,164,3,4,4,1,5,3,2,NA,NA,NA,2.5,0,0,65,58.5,0,4
290,0,1,6,30000,30,0,175,3,5,1,1,5,14,14,NA,NA,NA,14,1,0,56,100,0,4
291,0,1,6,0,40,0,168,2,1,2,1,5,3,3,9999998,0,4000,3,1,0,56,80,0,1
293,1,1,6,22800,100,1,158,3,5,4,1,4,3,3,11000,0,3600,3,1,0,54,66,0,5
294,1,1,11,12000,93,0,163,5,5,2,4,4,6,6,NA,NA,NA,6,1,0,32,70,0,4
296,1,0,5,50000,148,1,155,3,2,3,3,4,4,4,NA,NA,NA,4,1,0,49,59,0,4
297,0,1,10,200000,30,0,170,1,5,1,1,3,4,4,NA,NA,NA,4,0,0,26,50,1,4
298,1,1,4,30000,65,0,162,4,1,4,1,5,2,1,17000,12000,22000,1.5,1,0,57,59,0,5
299,0,1,12,60000,61,1,178,4,4,2,3,5,3,3,NA,NA,NA,3,1,0,53,90,1,4
300,1,1,4,0,40,0,163,3,3,3,3,3,5,1,NA,NA,NA,3,1,0,41,60,0,3
301,0,0,12,50000,20,0,175,5,5,2,3,4,4,12,NA,NA,NA,8,0,0,19,60,1,5
302,0,1,10,100000,105,1,165,5,5,2,1,4,4,3,NA,NA,NA,3.5,1,0,41,70,0,4
303,0,1,6,40000,60,1,167,3,4,1,1,2,1,1,20000,1000,10000,1,1,0,54,75,0,4
305,0,1,13,200000,86,0,176,3,4,3,1,5,3,1,10000,10000,10000,2,1,0,35,80,1,4
306,0,1,4,0,52,0,165,3,3,3,1,3,4,4,NA,NA,NA,4,0,0,38,50,0,4
307,1,1,3,24000,58,1,155,5,1,2,1,3,2,1,NA,NA,NA,1.5,0,0,79,64,1,4
310,0,1,10,80000,45,0,175,5,2,1,1,4,4,4,NA,NA,NA,4,0,0,21,75,0,1
314,1,1,3,48000,55,0,160,3,1,4,1,5,1,1,NA,NA,NA,1,1,0,86,44,0,5
315,0,1,11,150000,106,1,179,3,4,3,3,4,4,4,NA,NA,NA,4,1,0,47,90,1,4
316,1,1,4,60000,15,0,154,2,4,2,1,5,1,1,24000,20000,0,1,0,0,47,47,0,1
317,1,1,4,36000,72,1,158,2,1,1,1,4,1,1,7000,0,2000,1,1,0,62,60,0,4
318,1,1,9,45000,28,0,165,3,5,3,1,4,6,4,20000,15000,2400,5,1,0,31,75,1,5
319,1,1,4,36000,93,0,153,2,3,4,1,5,2,1,NA,NA,NA,1.5,0,0,64,67.5,0,4
320,1,1,3,2000,100,0,156,2,1,3,1,5,5,1,NA,NA,NA,3,0,0,79,70,0,5
321,1,1,10,80400,89,0,147,4,4,4,3,5,12,12,NA,NA,NA,12,1,1,72,57.5,1,4
322,1,1,3,0,8,0,165,3,3,3,1,3,1,1,NA,NA,NA,1,1,0,45,75,0,4
323,0,1,5,67000,91,1,170,3,5,2,3,5,4,3,5000,0,0,3.5,0,0,37,65,0,3
325,1,1,4,13000,120,1,160,3,5,2,1,4,1,1,15000,0,30000,1,1,0,55,45,0,2
330,1,1,10,90000,50,0,165,3,5,3,3,4,6,4,50000,15000,5000,5,0,0,27,48,0,5
331,1,1,1,38400,56,0,153,3,1,2,1,3,5,5,NA,NA,NA,5,1,0,80,65,0,2
332,0,1,12,0,100,0,173,3,4,2,3,5,13,6,NA,NA,NA,9.5,0,0,23,55,1,4
333,0,1,4,36000,55,1,170,1,1,4,1,3,1,1,NA,NA,NA,1,1,0,62,65,1,4
334,0,1,6,60000,58,0,170,3,2,1,2,5,2,2,NA,NA,NA,2,1,0,58,80,0,4
335,1,1,7,37000,74,1,156,1,4,3,1,5,5,1,9999998,0,10000,3,1,0,69,55,1,4
336,1,1,13,90000,70,0,170,4,2,2,2,5,12,12,60000,3000,5000,12,0,0,25,50,1,4
337,1,1,11,150000,50,0,158,2,5,3,3,5,4,4,9999998,9999998,9999998,4,1,1,33,43,0,4
339,0,1,4,45000,58,1,172,3,2,3,1,3,2,4,NA,NA,NA,3,0,0,70,60,0,4
340,0,1,5,100000,7,0,183,5,4,4,3,5,6,6,NA,NA,NA,6,0,0,25,94,0,5
342,0,1,12,200000,110,1,171,4,5,2,1,4,4,3,NA,NA,NA,3.5,1,0,40,75,0,4
343,1,1,12,100000,175,0,160,3,5,2,1,5,5,5,12000,0,2000,5,1,0,56,52,1,4
344,1,1,10,45000,95,0,165,2,4,4,1,4,1,4,NA,NA,NA,2.5,1,0,60,82.5,1,4
345,1,1,11,100000,79,1,160,4,4,3,1,5,4,4,NA,NA,NA,4,1,0,40,60,0,4
346,1,1,6,30000,40,1,153,3,4,2,1,5,5,3,NA,NA,NA,4,1,0,53,50,0,4
348,1,1,6,35000,91,1,166,3,5,1,1,5,4,2,20000,0,0,3,1,0,54,65,0,5
350,0,1,10,104316,70,1,170,3,4,4,1,5,4,3,NA,NA,NA,3.5,1,0,50,90,1,5
351,0,1,12,0,98,0,173,5,5,2,5,5,4,4,9999998,300000,9999998,4,0,0,22,75,1,4
356,0,1,11,130000,65,0,170,4,5,3,3,4,7,12,NA,NA,NA,9.5,1,0,41,65,0,4
357,0,1,4,0,20,0,178,5,5,4,1,5,6,3,NA,NA,NA,4.5,0,0,34,65,0,4
358,1,1,4,40000,57,1,160,4,5,2,1,4,3,1,10000,0,10000,2,1,0,58,58,0,3
360,0,1,12,40000,85,1,177,4,4,4,1,3,7,4,30000,3000,2000,5.5,1,0,39,74,1,4
361,0,1,12,200000,47,0,173,4,5,4,3,4,10,6,NA,NA,NA,8,1,0,28,73,1,4
362,0,1,4,7000,60,0,160,5,1,2,2,3,1,1,NA,NA,NA,1,1,0,45,75,0,4
