id,gender,religion,educ,income,space_housing,own_housing,height,health,use_internet,fairness,opinion_homosex,manda_speak,educ_fath,educ_moth,food_exp,education_exp,health_exp,educ_parent,married,race,age,weight,party,happiness
3534,0,1,4,5000,120,1,175,4,4,4,4,4,3,1,NA,NA,NA,2,1,0,44,85,1,4
3535,1,1,3,0,55,0,170,2,1,5,1,5,1,1,1000,25000,50000,1,0,0,68,61,0,5
3536,0,1,10,20000,45,1,178,5,5,1,1,5,6,6,8000,0,500,6,0,1,26,90,0,4
3537,0,1,3,60000,80,1,166,5,1,4,1,5,14,4,NA,NA,NA,9,1,0,50,66,0,5
3538,1,1,3,1900,200,0,156,1,1,5,3,5,1,1,NA,NA,NA,1,1,0,64,56,0,5
3539,0,1,4,20000,100,0,165,5,5,4,1,4,3,3,NA,NA,NA,3,1,0,28,65,0,4
3540,1,1,4,20000,56,0,150,3,2,4,1,4,3,1,NA,NA,NA,2,1,0,64,60,0,4
3541,1,1,3,0,120,0,150,3,5,3,2,4,1,1,NA,NA,NA,1,1,0,53,45,0,4
3542,1,1,4,24000,52,0,165,1,1,4,1,3,1,1,NA,NA,NA,1,0,0,67,69,0,4
3544,1,1,3,12000,54,1,160,4,1,4,1,4,1,1,NA,NA,NA,1,1,0,50,25,0,4
3545,0,1,4,10000,66,1,175,4,1,4,1,5,1,1,NA,NA,NA,1,1,0,48,87.5,0,4
3548,1,1,3,5000,150,0,160,1,1,1,1,3,1,1,10000,5000,15000,1,1,0,51,47,0,1
3549,0,1,3,0,82,0,168,3,1,4,1,4,1,1,NA,NA,NA,1,1,0,64,88,0,4
3550,0,1,10,1000,200,0,174,4,4,4,1,5,3,3,NA,NA,NA,3,0,0,22,65,1,5
3551,1,0,3,12500,100,0,170,3,3,4,1,4,1,1,NA,NA,NA,1,1,0,54,54,0,4
3552,0,1,3,30000,120,1,170,4,1,4,1,4,1,1,NA,NA,NA,1,1,0,56,60,0,4
3553,0,1,12,36000,77,0,174,5,5,4,2,3,12,12,NA,NA,NA,12,0,0,25,58,0,4
3554,0,1,4,10000,96,1,164,2,1,4,3,4,1,1,NA,NA,NA,1,1,0,53,60,0,4
3555,0,0,6,20000,60,1,170,4,1,4,1,4,1,5,NA,NA,NA,3,1,0,59,75,0,5
3556,0,1,4,60000,54,0,170,1,1,5,1,4,5,5,NA,NA,NA,5,1,0,82,75,1,4
3557,0,1,4,5500,120,1,174,5,1,4,1,5,1,1,NA,NA,NA,1,1,1,65,60,0,4
3558,0,1,4,20000,100,1,169,2,5,4,1,5,1,7,1000,0,20000,4,1,0,54,80,0,4
3559,0,1,1,0,80,0,162,1,1,2,3,2,1,1,3000,0,6000,1,1,0,67,55,0,1
3560,1,1,7,15000,50,1,158,2,4,5,1,5,3,1,1500,280,3000,2,0,0,54,60,0,4
3561,1,1,9,40000,96,0,164,4,5,4,1,5,6,4,NA,NA,NA,5,1,0,50,63,0,4
3563,1,1,6,20000,80,1,160,3,5,3,1,4,2,1,NA,NA,NA,1.5,1,0,61,65,0,4
3566,0,1,3,4000,30,0,160,4,1,4,1,3,3,1,3000,30000,4000,2,1,0,48,65,0,4
3567,0,1,4,24000,60,1,168,4,1,4,3,4,14,1,7300,0,0,7.5,1,0,68,26.5,0,4
3568,1,1,3,0,47,0,158,2,4,4,1,5,1,1,20000,0,50000,1,1,0,46,52.5,0,4
3569,1,1,12,60000,56,1,154,5,1,2,1,5,1,1,NA,NA,NA,1,0,0,70,58,1,4
3570,0,1,4,110000,120,0,160,5,4,4,3,4,6,3,NA,NA,NA,4.5,1,0,42,70,0,4
3571,1,1,4,20000,20,0,150,4,3,4,1,3,5,1,20000,10000,0,3,1,0,42,52,0,5
3572,1,1,9,20000,80,0,166,4,5,4,1,5,6,3,5000,0,0,4.5,1,0,30,60,0,4
3574,1,1,4,30000,80,0,160,3,1,4,1,3,2,1,NA,NA,NA,1.5,1,0,48,70,0,4
3575,1,1,3,4800,45,1,154,2,1,4,1,3,2,1,1000,0,2000,1.5,0,0,78,50,0,3
3576,0,1,4,10000,120,1,172,2,1,3,1,5,3,3,NA,NA,NA,3,1,0,53,75,0,4
3577,0,1,3,10000,90,1,165,3,1,4,1,5,1,1,8000,0,0,1,1,0,57,50,0,4
3578,0,0,4,6000,370,1,170,2,1,1,1,3,1,1,4000,0,20000,1,1,0,62,72.5,0,4
3579,1,1,3,1500,120,0,159,2,1,4,1,2,1,3,NA,NA,NA,2,1,0,66,61,0,4
3581,0,1,4,10000,110,0,172,2,5,5,1,4,1,1,NA,NA,NA,1,1,0,48,85,0,2
3582,1,1,7,24000,55,0,162,3,5,4,1,5,3,3,NA,NA,NA,3,1,0,55,53,0,4
3584,0,1,6,0,80,0,178,5,5,3,1,4,4,3,NA,NA,NA,3.5,0,0,18,60,1,4
3585,0,1,3,0,30,0,158,4,1,3,1,3,3,3,NA,NA,NA,3,1,1,47,60,0,4
3586,1,1,4,5500,70,0,150,2,5,4,3,5,3,3,5000,5500,2000,3,1,0,32,39,0,4
3587,1,1,4,0,1000,1,150,4,1,4,1,3,1,1,NA,NA,NA,1,0,0,66,68,0,4
3588,0,1,3,0,40,1,163,2,1,3,1,4,5,1,NA,NA,NA,3,1,1,45,60,0,2
3589,1,1,4,24000,63,0,160,4,3,4,1,4,3,3,NA,NA,NA,3,1,0,76,46,0,4
3590,1,0,3,10000,48,1,155,3,1,1,1,5,3,1,NA,NA,NA,2,0,0,64,60,0,4
3592,1,1,10,24000,57,1,160,4,5,2,1,4,4,4,NA,NA,NA,4,0,0,32,60,0,3
3593,0,1,6,40000,70,0,171,4,5,3,1,4,5,4,NA,NA,NA,4.5,0,0,23,70,0,4
3594,0,0,4,20000,62,1,172,4,1,2,1,4,2,2,10000,20000,100,2,1,0,53,68,0,2
3595,1,1,4,15000,54,0,157,4,1,2,1,4,1,1,NA,NA,NA,1,1,0,59,70,0,4
3597,0,1,3,0,95,0,170,4,1,3,1,5,3,1,NA,NA,NA,2,1,0,50,65,0,4
3598,0,1,3,2000,100,0,167,4,1,5,3,4,1,1,NA,NA,NA,1,0,0,74,52.5,0,5
3600,1,1,1,1000,70,0,150,4,1,4,1,4,3,3,1000,0,500,3,0,0,74,60,0,4
3601,0,0,12,0,70,0,170,4,5,2,1,4,6,6,9999998,0,0,6,0,0,53,69,0,4
3602,1,1,4,8000,60,0,152,2,1,2,1,4,1,1,6000,0,0,1,1,0,60,45,0,2
3603,1,0,3,0,75,1,155,3,1,4,2,4,1,1,9999999,9999999,9999999,1,1,0,68,45,0,5
3604,1,0,3,4000,42,0,164,3,1,4,1,4,1,1,2000,0,3000,1,1,0,65,50,0,4
3606,1,1,3,0,54,1,155,2,1,4,1,3,1,1,NA,NA,NA,1,1,0,68,75,0,4
3608,1,1,4,2000,90,0,156,4,1,4,1,5,6,1,NA,NA,NA,3.5,1,0,41,53,0,5
3609,1,1,1,30000,120,1,158,1,1,4,1,5,1,1,3600,0,0,1,0,0,65,35,0,4
3610,0,1,3,0,50,1,170,4,1,2,1,4,5,1,10000,0,4000,3,1,0,52,60,0,3
3611,0,1,3,0,80,0,155,4,1,2,1,3,1,1,3600,0,0,1,1,0,46,65,0,4
3612,0,1,4,840,120,0,145,1,1,2,1,4,1,1,NA,NA,NA,1,1,0,74,47.5,0,2
3613,1,1,3,9000,143,0,158,3,5,4,1,5,1,1,NA,NA,NA,1,1,0,48,50,0,5
3614,1,1,1,0,57,0,158,2,1,2,1,4,1,1,24000,6000,1000,1,0,0,69,48.5,0,3
3616,1,1,3,10000,200,0,156,4,3,1,3,4,1,1,NA,NA,NA,1,1,0,40,60,0,4
3617,1,1,10,0,85,0,171,3,5,3,2,5,6,3,9999998,9999998,9999998,4.5,1,0,29,65,0,5
3618,1,1,3,55000,77,0,154,4,1,4,1,4,1,1,20000,3000,1000,1,1,0,37,70,0,3
3619,1,1,3,0,120,1,158,1,1,1,4,5,2,1,NA,NA,NA,1.5,1,0,64,57.5,0,4
3621,0,1,4,36000,59,1,167,4,1,3,1,4,3,3,6000,0,2000,3,1,0,67,79,0,4
3622,1,1,1,0,65,0,168,2,1,4,1,5,3,1,2000,0,8000,2,1,0,57,85,0,4
3624,0,1,4,30000,63,0,170,5,4,4,1,5,3,3,24000,5000,1000,3,1,0,65,70,0,4
3625,0,1,4,70000,90,0,170,5,4,4,1,4,3,1,NA,NA,NA,2,1,0,37,60,0,5
3628,1,1,9,30000,70,0,170,4,5,4,1,5,4,4,25000,0,10000,4,1,0,32,70,1,4
3630,1,1,4,45000,203,0,150,3,5,1,1,3,2,3,10000,20000,0,2.5,1,0,26,60,0,5
3632,1,1,3,12000,100,1,160,2,1,2,1,4,3,1,NA,NA,NA,2,1,0,51,47,0,4
3633,0,1,4,5000,60,1,168,4,1,3,1,4,5,3,NA,NA,NA,4,1,0,49,70,0,4
3634,0,0,12,200000,124,1,182,3,5,4,5,5,4,3,NA,NA,NA,3.5,0,1,32,80,1,3
3635,0,0,6,40000,100,1,180,4,4,4,1,4,1,1,18000,0,0,1,1,0,54,70,0,5
3636,0,1,14,960,88,1,171,5,1,4,1,4,1,1,2000,0,6000,1,0,0,80,60,1,4
3637,0,1,3,0,200,0,180,4,1,4,1,3,3,1,NA,NA,NA,2,1,0,80,67.5,0,4
3638,1,1,4,10000,50,0,158,2,1,2,1,4,1,1,9999998,9999998,9999998,1,1,0,67,30,0,3
3639,0,1,8,80000,80,1,172,4,4,4,2,4,3,3,20000,30000,5000,3,1,0,46,70,0,4
3640,1,1,1,0,100,0,165,2,1,2,1,4,1,1,NA,NA,NA,1,0,0,51,60,0,3
3641,1,1,9,60000,78,1,160,2,1,4,1,4,1,1,NA,NA,NA,1,1,0,70,55,1,4
3642,1,1,3,20000,80,0,155,2,1,4,1,2,1,2,NA,NA,NA,1.5,1,0,62,45,0,4
3643,1,1,3,9930000,100,0,165,3,1,3,1,4,1,1,NA,NA,NA,1,1,0,59,80,0,4
3644,1,1,4,20000,80,1,160,4,4,4,1,4,1,1,7000,0,1000,1,1,0,47,40,0,4
3646,0,1,4,140000,160,1,156,5,2,4,1,4,3,3,NA,NA,NA,3,1,0,55,76,1,5
3647,0,1,4,10000,40,1,160,4,1,4,3,4,1,1,10000,35000,10000,1,1,1,42,50,0,4
3648,1,1,4,20000,70,0,156,3,1,4,1,4,2,1,NA,NA,NA,1.5,0,0,68,47.5,0,3
3649,1,1,4,2000,0,0,153,2,1,4,1,3,2,5,NA,NA,NA,3.5,0,0,71,48.5,0,4
3650,1,0,4,12000,60,1,160,4,4,4,1,5,4,4,NA,NA,NA,4,1,0,54,70,0,5
3652,0,1,6,10000,82,1,168,4,2,2,3,4,3,1,7000,60000,10000,2,1,0,47,72,0,4
3654,1,1,3,10000,105,0,165,3,4,4,1,3,4,6,10000,3000,6000,5,1,1,31,60,0,4
3656,1,1,4,25000,57,1,158,4,1,4,1,4,2,1,3000,0,3000,1.5,0,0,73,45,1,4
3658,1,1,1,0,0,0,155,2,1,3,1,2,1,1,6000,0,12000,1,1,0,60,54,0,3
3660,0,1,13,40000,70,1,172,3,5,4,1,4,6,4,20000,500,10000,5,1,0,34,60,1,2
3662,1,1,6,30000,57,0,167,5,4,4,4,5,4,4,NA,NA,NA,4,1,0,27,55,0,4
3663,0,1,4,12000,180,0,175,5,5,4,1,5,6,3,3000,3000,0,4.5,1,0,35,80,0,4
3664,1,1,1,0,103,0,161,1,1,2,1,3,1,1,NA,NA,NA,1,0,0,80,44.5,0,3
3665,1,1,3,11500,98,0,160,2,5,3,1,4,3,1,NA,NA,NA,2,1,0,47,72.5,0,4
3666,1,1,6,24000,58,0,162,4,5,4,1,3,1,5,10000,0,1000,3,1,0,59,75,0,5
3667,0,1,13,0,50,0,173,5,5,2,1,5,6,4,NA,NA,NA,5,0,0,26,80,1,4
3668,1,1,11,30000,56,0,165,4,5,4,3,5,3,3,9000,0,1000,3,1,0,35,60,0,4
3669,0,1,8,30000,69,1,170,4,4,2,1,5,5,3,NA,NA,NA,4,1,0,63,69,0,4
3670,0,1,4,18000,76,1,175,4,4,3,3,5,3,3,9999998,9999998,2000,3,1,0,36,70,0,4
3671,0,1,12,60000,96,1,160,2,1,4,1,4,1,1,9999998,9999999,9999998,1,1,0,78,30.5,1,4
3672,1,1,12,20000,110,0,160,4,4,3,1,4,6,4,NA,NA,NA,5,1,0,34,60,0,3
3673,0,1,9,70000,70,1,170,4,5,4,1,4,1,1,NA,NA,NA,1,1,0,56,79,0,4
3674,1,1,3,0,60,0,154,2,1,2,1,4,3,1,8000,0,3000,2,1,0,54,53,0,4
3675,1,1,3,15000,70,0,150,4,1,4,1,2,1,1,NA,NA,NA,1,1,0,40,45,0,4
3676,1,1,4,22680,56,1,156,5,1,4,3,4,2,1,8000,0,1000,1.5,0,0,57,60,0,4
3677,1,1,4,28800,74,0,156,5,1,4,1,5,1,1,36000,0,3600,1,1,0,79,52.5,0,5
3678,1,0,6,60000,120,0,158,2,5,2,1,4,4,7,NA,NA,NA,5.5,1,0,53,65,0,5
3679,0,1,3,5000,60,0,164,2,1,3,1,4,1,2,NA,NA,NA,1.5,0,0,53,62.5,0,3
3680,1,1,3,0,60,0,161,1,1,4,1,4,3,1,NA,NA,NA,2,1,0,59,55,0,4
3682,1,1,4,100000,25,0,156,5,2,3,1,5,5,1,20000,0,0,3,1,0,48,55,0,4
3683,1,1,3,24000,58,0,150,3,1,4,1,4,1,1,12000,0,10000,1,1,0,75,55,0,4
3684,1,1,4,24000,58,1,156,4,5,4,1,4,1,1,NA,NA,NA,1,1,0,48,65,0,5
3685,1,1,8,20000,58,1,162,4,1,4,1,4,1,2,5000,0,2000,1.5,0,0,76,55,0,3
3687,1,0,9,42000,74,1,155,4,1,2,1,5,1,1,20000,0,10000,1,0,0,75,57.5,1,4
3688,1,1,3,0,32,0,154,3,1,4,1,4,4,1,3000,0,35000,2.5,1,0,54,60,0,4
3689,0,1,6,0,130,1,165,4,2,2,1,4,3,3,3000,600,3000,3,1,0,60,70,0,4
3690,0,1,3,30000,200,1,167,4,1,3,1,4,1,1,NA,NA,NA,1,1,0,71,65,0,4
3691,0,1,9,29760,61,1,168,4,4,2,1,4,1,1,NA,NA,NA,1,0,0,72,70,0,3
3693,1,0,4,0,70,0,160,2,4,4,1,4,3,3,NA,NA,NA,3,1,0,48,45,0,2
3694,0,0,6,17000,69,1,172,3,1,2,1,5,3,1,NA,NA,NA,2,1,0,54,76,0,4
3695,1,1,4,100000,160,0,158,3,5,3,1,4,3,3,NA,NA,NA,3,1,0,45,55,0,4
3696,0,1,4,3000,50,1,160,1,1,4,1,2,3,1,NA,NA,NA,2,1,0,61,60,0,1
3697,0,1,3,1000,60,1,170,1,1,3,4,4,3,1,NA,NA,NA,2,1,0,49,60,0,3
3698,0,1,4,60000,85,0,170,4,4,5,2,5,4,3,NA,NA,NA,3.5,1,0,31,68,0,5
3699,0,1,4,0,72,1,179,1,1,4,1,5,1,1,NA,NA,NA,1,1,1,78,62.5,1,4
3700,0,1,6,55000,118,1,173,3,4,4,1,5,1,1,NA,NA,NA,1,1,0,60,80,0,4
3701,0,1,4,0,50,1,165,2,1,4,1,2,1,1,10000,0,0,1,1,0,70,70,0,4
3702,1,1,3,20000,200,1,165,2,1,4,2,5,3,3,10000,3000,0,3,1,0,54,42,0,4
3703,0,1,3,10000,65,0,167,3,5,4,1,4,3,3,NA,NA,NA,3,0,0,32,50,0,2
3704,1,1,12,0,70,0,162,3,4,2,1,4,6,4,NA,NA,NA,5,1,0,31,60,0,4
3705,1,0,3,3000,95,1,160,3,1,3,1,5,1,1,NA,NA,NA,1,1,0,55,50,0,4
3706,0,1,3,4800,72,1,180,4,1,3,1,4,2,1,NA,NA,NA,1.5,1,0,73,90,0,4
3707,0,1,4,960,75,1,170,2,1,4,1,3,1,1,2500,0,1200,1,1,0,61,60,0,4
3708,0,1,1,400,40,1,165,2,1,4,1,3,1,1,NA,NA,NA,1,1,0,65,62.5,0,2
3709,1,1,1,4000,63,1,157,4,1,4,1,3,1,1,NA,NA,NA,1,1,0,60,51,0,5
3710,0,1,4,35000,80,0,180,4,5,4,2,4,4,3,NA,NA,NA,3.5,1,0,37,90,0,4
3711,1,1,4,75000,120,0,170,5,5,4,1,5,3,6,30000,30000,0,4.5,1,0,28,75,0,4
3712,0,1,3,0,200,1,172,5,1,4,1,3,1,1,NA,NA,NA,1,0,0,51,75,0,3
3713,0,1,3,0,50,1,170,2,2,3,1,4,1,1,NA,NA,NA,1,1,1,54,60,0,4
3714,0,1,4,30000,60,1,170,5,3,4,3,5,4,3,NA,NA,NA,3.5,1,1,47,75,1,5
3715,1,0,6,30000,30,0,164,2,4,2,1,3,1,1,NA,NA,NA,1,1,0,55,54,0,4
3716,0,1,4,5000,83,1,173,2,1,4,1,4,1,1,NA,NA,NA,1,1,0,67,70,1,4
3717,1,1,10,25000,115,1,165,4,4,2,1,4,6,6,6000,4000,0,6,1,0,35,57.5,1,4
3719,1,1,1,7000,100,1,170,4,1,3,1,4,2,1,NA,NA,NA,1.5,1,0,59,70,0,4
3720,0,1,4,6900,55,0,171,1,1,4,3,4,3,3,NA,NA,NA,3,0,0,72,73,0,4
3721,0,1,4,35000,70,0,170,4,1,3,1,5,3,3,20000,2500,0,3,1,0,47,70,0,4
3722,1,1,3,0,100,1,160,2,1,3,1,4,5,5,NA,NA,NA,5,1,0,67,70,0,2
3723,0,1,3,15000,120,1,174,4,1,4,1,3,1,1,23000,3000,2500,1,1,0,60,70,0,4
3724,0,0,6,10000,30,0,178,5,3,1,3,4,1,1,12000,0,200,1,0,1,34,66.5,0,2
3726,0,1,1,40000,70,1,173,4,4,2,2,4,3,1,NA,NA,NA,2,1,0,43,72.5,0,3
3727,1,1,3,32500,95,0,164,3,2,5,1,5,5,1,20000,0,0,3,1,0,48,66,0,5
3728,1,1,4,0,72,1,165,2,1,4,1,5,1,3,19000,1000,2000,2,1,0,57,63.5,0,4
3729,1,0,4,50400,50,0,167,2,4,4,3,4,6,4,NA,NA,NA,5,1,0,28,105,0,5
3731,0,1,4,20000,77,1,179,2,1,4,1,5,1,1,NA,NA,NA,1,1,0,61,87.5,0,4
3732,1,1,12,50000,80,1,165,5,5,2,1,5,6,4,10000,0,0,5,0,0,30,55,0,4
3733,1,1,3,0,70,0,158,4,2,4,1,4,1,1,9999998,9999998,9999998,1,1,0,59,65,0,5
3734,0,1,10,60000,80,1,175,5,4,4,1,4,3,3,NA,NA,NA,3,1,0,31,74,0,4
3735,0,1,4,45000,140,1,160,5,5,3,1,5,1,1,NA,NA,NA,1,1,0,54,68.5,1,5
3736,1,0,1,1000,80,1,155,4,1,4,1,3,11,5,NA,NA,NA,8,0,0,62,49,0,4
3737,1,1,3,20000,144,0,160,3,1,2,1,4,1,1,15000,7000,1000,1,1,0,47,60,0,4
3738,1,1,3,20000,75,0,160,5,5,3,1,5,6,3,NA,NA,NA,4.5,1,0,41,55,0,5
3739,1,1,3,10000,66,1,156,4,1,2,1,4,3,1,NA,NA,NA,2,1,0,61,50,0,5
3740,0,1,4,0,130,0,172,4,3,2,2,4,1,1,NA,NA,NA,1,1,0,36,61.5,0,4
3742,1,1,3,10000,95,1,163,2,1,1,1,4,1,1,NA,NA,NA,1,0,0,54,72,0,2
3744,1,1,3,0,120,0,158,3,1,2,1,4,1,1,5000,8000,1000,1,1,0,41,60,0,3
3745,0,1,4,500,80,0,165,2,1,2,1,3,3,4,3000,5000,7000,3.5,1,1,31,55,0,4
3746,1,1,3,3000,70,0,154,3,1,4,1,4,3,1,NA,NA,NA,2,1,0,59,49,0,4
3747,1,0,1,0,80,1,156,1,1,3,1,4,5,1,3000,0,70000,3,1,0,63,50,0,3
3749,1,1,6,20000,60,0,156,4,1,4,1,4,3,3,NA,NA,NA,3,1,0,37,56,0,3
3750,0,1,6,80000,70,1,176,3,2,4,1,3,3,1,NA,NA,NA,2,1,0,60,55,0,4
3751,1,1,3,25000,130,0,152,2,1,3,1,4,1,1,4000,2000,9000,1,1,0,61,45,0,3
3753,1,1,6,30000,96,0,160,4,3,4,1,3,14,5,10000,0,0,9.5,1,0,44,65,0,4
3754,1,1,13,0,60,0,162,5,4,4,3,5,4,3,12000,0,4000,3.5,1,0,28,53,0,5
3756,1,1,3,5000,100,0,155,2,1,3,1,4,12,6,NA,NA,NA,9,1,0,55,60,0,2
3757,1,1,10,0,57,1,175,5,3,4,2,4,4,4,NA,NA,NA,4,1,0,36,80,0,4
3758,1,1,4,5400,54,1,158,2,1,4,1,4,2,2,NA,NA,NA,2,1,0,56,35,0,4
3759,0,1,3,17500,63,1,165,2,1,4,3,4,1,1,NA,NA,NA,1,1,0,63,65,0,4
3760,0,1,4,5500,54,0,170,3,1,4,1,5,1,1,NA,NA,NA,1,0,0,46,50,0,5
3762,0,1,4,8400,27,1,164,3,1,4,1,3,3,3,NA,NA,NA,3,1,0,60,62.5,0,3
3763,1,1,1,0,70,0,157,4,3,2,1,4,1,1,NA,NA,NA,1,1,0,44,65,0,4
3764,0,1,3,35000,120,1,175,4,3,4,1,4,1,1,NA,NA,NA,1,1,0,46,67.5,0,4
3766,1,0,3,3500,106,1,155,2,1,5,1,4,3,1,NA,NA,NA,2,1,0,62,41.5,0,4
3767,0,1,1,0,100,0,165,1,1,4,1,2,1,1,10000,0,5000,1,0,0,69,45,0,4
3768,1,1,1,0,180,0,164,2,1,2,1,4,2,1,NA,NA,NA,1.5,1,0,50,65,0,2
3769,0,1,3,10000,77,1,165,1,1,1,1,5,1,1,NA,NA,NA,1,1,0,51,68.5,0,4
3770,0,1,3,8000,100,1,160,3,1,2,1,4,1,1,NA,NA,NA,1,0,0,43,60,0,2
3771,1,1,3,5000,80,0,160,4,3,4,4,5,1,3,NA,NA,NA,2,1,0,46,60,0,4
3772,1,1,6,8000,150,0,158,4,3,4,4,5,4,3,NA,NA,NA,3.5,1,0,36,45,0,4
3773,1,1,3,3000,65,1,149,3,1,3,1,5,1,1,2000,0,1500,1,0,0,70,60,0,4
3774,1,1,3,0,60,1,160,2,2,2,1,5,1,1,NA,NA,NA,1,1,0,45,67,0,2
3775,1,1,3,720,120,0,155,2,1,4,1,3,1,1,5000,0,10000,1,0,0,61,57.5,0,4
3776,0,1,1,10000,100,1,170,4,1,4,1,3,1,1,6000,2000,1000,1,1,0,60,65,0,3
3777,0,1,4,2400,70,0,170,4,2,1,1,3,1,1,NA,NA,NA,1,1,0,60,80,0,1
3778,1,1,3,0,100,1,155,4,4,3,1,3,3,1,500,0,600,2,1,0,29,60,0,4
3779,0,1,4,10000,120,1,168,4,1,4,1,4,3,3,NA,NA,NA,3,1,0,55,70,0,4
3780,1,1,4,20000,70,1,165,4,2,4,3,5,12,4,NA,NA,NA,8,1,0,50,70,0,4
3781,1,1,6,24000,96,0,155,4,2,5,1,4,1,1,20000,0,15000,1,1,0,54,46,0,4
3782,1,1,3,0,70,0,155,2,1,2,1,3,1,1,6000,5000,0,1,1,0,45,70,0,5
3783,0,0,3,0,40,1,170,1,1,2,1,3,1,1,NA,NA,NA,1,1,0,67,80,0,4
3784,1,1,6,20000,69,0,162,4,4,4,1,4,7,3,10000,0,12000,5,1,0,52,70,0,4
3785,0,1,4,0,60,0,175,3,1,4,1,4,3,1,NA,NA,NA,2,1,0,58,80,0,4
3786,0,1,3,400,40,1,165,1,1,4,1,2,1,5,NA,NA,NA,3,1,1,70,62.5,0,3
3787,1,1,3,0,80,1,165,4,3,4,1,4,1,3,NA,NA,NA,2,1,0,57,44,0,4
3788,0,1,6,25000,74,0,175,2,3,2,1,4,1,1,NA,NA,NA,1,1,0,44,75,0,3
3789,1,1,4,0,100,0,162,1,3,3,1,4,3,3,NA,NA,NA,3,1,0,34,65,0,3
3790,0,1,4,70000,70,1,175,4,5,2,1,2,1,1,5000,5000,4000,1,1,0,31,70,0,2
3791,0,1,7,42000,77,0,168,2,1,4,1,3,1,1,NA,NA,NA,1,1,0,72,75,0,5
3792,0,1,12,100000,70,0,185,4,5,4,1,3,12,12,10000,0,1000,12,0,0,23,100,0,3
3793,1,1,1,20000,80,0,160,4,1,3,1,4,3,1,NA,NA,NA,2,0,0,52,65,0,2
3795,1,0,12,180000,130,1,167,4,4,4,1,4,11,6,NA,NA,NA,8.5,1,1,62,64,1,4
3796,0,1,12,40000,82,1,175,5,5,4,2,3,4,4,NA,NA,NA,4,1,0,40,65,0,4
3797,0,1,6,5500,48,1,167,2,1,4,1,4,2,2,NA,NA,NA,2,1,0,60,62.5,0,4
3798,1,1,7,50000,30,0,162,4,4,4,1,4,4,1,NA,NA,NA,2.5,1,0,46,46.5,0,5
3799,1,1,1,0,103,0,157,3,1,2,1,3,1,1,NA,NA,NA,1,1,0,73,47.5,0,5
3800,0,1,4,4800,58,0,170,2,1,4,3,4,5,3,4800,0,0,4,0,0,54,90,0,1
3801,1,0,4,22800,53,1,167,5,5,2,3,5,2,2,9000,0,500,2,0,0,67,75,0,4
3802,0,1,3,0,80,1,180,2,1,4,1,4,3,1,NA,NA,NA,2,1,0,73,80,0,4
3803,0,1,3,12000,100,0,170,4,1,5,1,4,3,1,NA,NA,NA,2,1,0,69,80,0,4
3806,0,1,4,40000,100,1,170,4,3,4,1,4,1,1,2000,0,3000,1,1,0,48,80,0,4
3807,1,1,6,25000,78,0,155,2,1,4,1,4,5,1,9999998,9999998,9999998,3,1,0,70,64,0,5
3808,1,1,10,30000,51,0,153,5,5,4,1,5,4,4,NA,NA,NA,4,1,0,45,52.5,0,4
3809,0,1,12,50000,90,0,175,5,4,4,3,5,6,6,9999998,9999998,9999998,6,0,0,24,75,0,4
3810,0,0,3,45000,130,1,164,2,3,3,3,5,1,1,10000,20000,1000,1,1,0,46,62.5,0,4
3812,0,1,4,0,40,1,170,2,1,4,1,4,3,1,9999998,9999998,9999998,2,0,1,59,75,1,2
3813,0,1,12,36000,80,0,180,4,4,4,1,5,9,9,NA,NA,NA,9,1,0,27,80,1,5
3814,1,1,1,5000,70,0,160,2,1,2,1,3,1,1,NA,NA,NA,1,1,0,49,55,0,2
3815,1,1,6,30000,60,0,160,5,3,2,1,5,4,3,NA,NA,NA,3.5,1,0,33,55,0,3
3816,0,0,4,36000,65,1,175,5,5,2,1,5,4,3,NA,NA,NA,3.5,1,1,33,75,0,4
3817,1,1,4,0,50,0,160,4,5,3,3,5,3,3,NA,NA,NA,3,1,0,36,50,0,4
3818,0,1,7,20000,38,0,172,4,2,4,1,5,3,4,NA,NA,NA,3.5,1,0,47,59,1,5
3819,1,0,3,0,0,0,145,3,3,4,1,3,3,3,NA,NA,NA,3,0,1,58,57,0,3
3820,1,1,1,0,82,0,162,4,1,4,3,5,1,1,NA,NA,NA,1,1,0,66,70,0,4
3821,1,1,10,20000,92,0,165,4,5,2,1,4,3,3,NA,NA,NA,3,1,0,31,55,0,2
3822,1,0,3,5000,80,1,162,2,1,1,3,4,1,1,NA,NA,NA,1,1,0,59,62,0,4
3823,1,1,3,20000,80,1,165,4,2,2,2,4,1,1,1000,10000,80,1,1,0,41,64,0,3
3824,0,1,3,48000,71,1,170,5,1,4,1,5,1,1,10000,0,1000,1,1,0,71,70,1,4
3825,0,0,3,20000,100,1,160,4,1,5,1,3,1,1,NA,NA,NA,1,1,0,64,75,0,5
3826,0,1,4,15300,43,1,170,3,1,4,1,3,1,1,NA,NA,NA,1,1,0,50,80,0,4
3827,1,0,3,0,85,0,163,3,1,4,1,5,3,3,2500,0,1800,3,1,0,48,52.5,0,4
3829,0,1,3,0,85,1,168,3,1,2,1,3,3,3,1500,1500,750,3,1,0,52,75,0,3
3831,1,1,6,24000,57,0,162,4,1,4,1,3,5,5,NA,NA,NA,5,1,0,59,70,0,4
3832,0,0,3,2400,75,1,160,3,1,4,2,4,5,1,NA,NA,NA,3,1,0,63,70,0,4
